                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2361,                  4.273,                 3.5192,                 0.9753,                      1,                  0.995,                0.45656,                 2.1258,                 1.4668,                 3.5102,                      0,                      0,                      0
                      2,                 3.2021,                  4.393,                 3.5561,                 0.9749,                      1,                  0.995,                0.45656,                 2.0973,                 1.4448,                  3.465,                1.1e-05,                1.1e-05,                1.1e-05
                      3,                  2.943,                 3.5135,                 3.0171,                 0.9749,                      1,                  0.995,                0.45656,                 2.0747,                 1.3917,                 3.3739,              2.178e-05,              2.178e-05,              2.178e-05
                      4,                 2.9302,                 4.6417,                 3.2278,                0.97461,                      1,                  0.995,                0.50267,                 2.0301,                 1.3022,                 3.2611,              3.234e-05,              3.234e-05,              3.234e-05
                      5,                 3.0465,                 3.7342,                 3.0508,                0.97357,                      1,                  0.995,                 0.5021,                 1.9886,                 1.2359,                 3.1076,              4.268e-05,              4.268e-05,              4.268e-05
                      6,                 2.3469,                 3.3422,                 2.5618,                0.96785,                      1,                  0.995,                0.55345,                 1.9681,                 1.1955,                 2.9885,               5.28e-05,               5.28e-05,               5.28e-05
                      7,                 2.4412,                 2.7995,                 2.6883,                0.94943,                      1,                  0.995,                0.55606,                 1.9108,                 1.2645,                 2.8216,               6.27e-05,               6.27e-05,               6.27e-05
                      8,                 1.9866,                  2.685,                 2.4774,                0.91195,                      1,                  0.995,                  0.488,                 1.8254,                 1.4571,                 2.5985,             7.2381e-05,             7.2381e-05,             7.2381e-05
                      9,                 2.1627,                 2.3166,                  2.736,                0.65434,                0.96303,                0.66333,                0.32732,                 1.6912,                 1.7402,                 2.3934,             8.1841e-05,             8.1841e-05,             8.1841e-05
                     10,                  1.814,                 1.9631,                 2.3685,                0.38418,                      1,                 0.4475,                0.27982,                 1.5641,                 2.1259,                 2.2562,             9.1081e-05,             9.1081e-05,             9.1081e-05
                     11,                 1.6046,                 1.2946,                  2.306,                0.46449,                    0.5,                0.41417,                0.25786,                 1.4886,                 2.3923,                  2.202,              0.0001001,              0.0001001,              0.0001001
                     12,                 1.5273,                 1.2764,                 2.1849,                0.47667,                    0.5,                 0.3725,                0.24316,                 1.4608,                 2.5524,                 2.2108,              0.0001089,              0.0001089,              0.0001089
                     13,                 1.7999,                 1.2756,                 2.4229,                0.49964,                    0.5,                 0.3725,                0.24976,                 1.4104,                 2.6802,                 2.2247,             0.00011748,             0.00011748,             0.00011748
                     14,                 1.3808,                0.93201,                 1.8155,                0.44259,                    0.5,                0.33841,                0.23236,                 1.4301,                 2.8692,                 2.2463,             0.00012584,             0.00012584,             0.00012584
                     15,                 1.5836,                 1.3884,                 2.3042,                0.44698,                    0.5,                0.33083,                0.22458,                 1.5362,                  2.939,                 2.2509,             0.00013398,             0.00013398,             0.00013398
                     16,                 1.1784,                0.94382,                 1.6172,                0.43338,                    0.5,                 0.3475,                0.20591,                 1.6223,                  2.947,                 2.2715,              0.0001419,              0.0001419,              0.0001419
                     17,                 1.2516,                 1.0659,                 2.0271,                0.43083,                    0.5,                0.33841,                0.19511,                 1.6628,                 3.1758,                 2.2975,              0.0001496,              0.0001496,              0.0001496
                     18,                 1.4242,                0.96189,                 1.9824,                0.43083,                    0.5,                0.33841,                0.19511,                 1.6628,                 3.1758,                 2.2975,             0.00015708,             0.00015708,             0.00015708
                     19,                 1.2965,                  1.132,                 2.0537,                0.32319,                    0.5,                0.35861,                0.19638,                 1.7261,                 3.1471,                 2.3384,             0.00016434,             0.00016434,             0.00016434
                     20,                 1.6352,                 1.1093,                 2.5881,                0.32319,                    0.5,                0.35861,                0.19638,                 1.7261,                 3.1471,                 2.3384,             0.00017138,             0.00017138,             0.00017138
                     21,                 1.4518,                 1.0513,                 2.3806,                0.32553,                    0.5,                0.33841,                0.19719,                 1.6779,                 2.6591,                  2.329,              0.0001782,              0.0001782,              0.0001782
                     22,                 1.3885,                 1.1071,                 1.8178,                0.32553,                    0.5,                0.33841,                0.19719,                 1.6779,                 2.6591,                  2.329,              0.0001848,              0.0001848,              0.0001848
                     23,                0.93413,                0.75696,                 1.5524,                0.32684,                0.97565,                0.41417,                0.26167,                 1.6055,                 2.1522,                 2.3018,             0.00019119,             0.00019119,             0.00019119
                     24,                 1.3128,                 1.0036,                 2.0906,                0.32684,                0.97565,                0.41417,                0.26167,                 1.6055,                 2.1522,                 2.3018,             0.00019735,             0.00019735,             0.00019735
                     25,                 1.3066,                0.95255,                 2.0764,                0.43742,                    0.5,                0.39036,                 0.2627,                 1.5173,                 1.8052,                 2.2673,             0.00020329,             0.00020329,             0.00020329
                     26,                 1.2517,                0.93495,                 2.1154,                0.43742,                    0.5,                0.39036,                 0.2627,                 1.5173,                 1.8052,                 2.2673,             0.00020901,             0.00020901,             0.00020901
                     27,                 1.2562,                0.85332,                 1.9609,                0.49412,                    0.5,                0.66167,                0.46317,                 1.4229,                 1.6067,                 2.2133,             0.00021451,             0.00021451,             0.00021451
                     28,                 0.9631,                0.90344,                 1.5844,                0.49412,                    0.5,                0.66167,                0.46317,                 1.4229,                 1.6067,                 2.2133,             0.00021979,             0.00021979,             0.00021979
                     29,                 1.0657,                0.87105,                 1.6391,                0.47445,                      1,                  0.745,                 0.5215,                 1.3571,                 1.3428,                 2.1785,             0.00022485,             0.00022485,             0.00022485
                     30,                 1.0065,                0.80833,                  1.666,                0.47445,                      1,                  0.745,                 0.5215,                 1.3571,                 1.3428,                 2.1785,             0.00022969,             0.00022969,             0.00022969
                     31,                0.93739,                0.65207,                 1.3735,                0.63741,                      1,                0.82833,                0.57983,                 1.3348,                 1.2137,                 2.1781,             0.00023431,             0.00023431,             0.00023431
                     32,                 1.1351,                0.77445,                 1.5752,                0.63741,                      1,                0.82833,                0.57983,                 1.3348,                 1.2137,                 2.1781,             0.00023871,             0.00023871,             0.00023871
                     33,                 0.9818,                0.76476,                 1.6141,                0.64324,                      1,                0.82833,                0.57983,                 1.3463,                  1.168,                  2.199,             0.00024289,             0.00024289,             0.00024289
                     34,                0.86218,                0.85928,                 1.6563,                0.64324,                      1,                0.82833,                0.57983,                 1.3463,                  1.168,                  2.199,             0.00024685,             0.00024685,             0.00024685
                     35,                0.76812,                0.61074,                 1.2655,                0.63404,                      1,                0.82833,                0.62971,                 1.4115,                 1.2112,                 2.2487,             0.00025059,             0.00025059,             0.00025059
                     36,                 1.3815,                0.99247,                 2.2079,                0.63404,                      1,                0.82833,                0.62971,                 1.4115,                 1.2112,                 2.2487,             0.00025411,             0.00025411,             0.00025411
                     37,                0.90348,                0.64659,                 1.3901,                 0.6347,                      1,                0.82833,                0.59691,                 1.4659,                 1.2468,                 2.2818,             0.00025741,             0.00025741,             0.00025741
                     38,                 1.1005,                0.69071,                 1.6684,                 0.6347,                      1,                0.82833,                0.59691,                 1.4659,                 1.2468,                 2.2818,              0.0002605,              0.0002605,              0.0002605
                     39,                 1.0654,                0.77083,                  1.621,                0.90709,                    0.5,                  0.745,                0.54686,                 1.4386,                 1.3505,                 2.2765,             0.00026336,             0.00026336,             0.00026336
                     40,                 1.0496,                0.77566,                 1.7119,                0.90709,                    0.5,                  0.745,                0.54686,                 1.4386,                 1.3505,                 2.2765,               0.000266,               0.000266,               0.000266
                     41,                0.96103,                0.69006,                 1.6322,                0.64687,                      1,                0.82833,                0.62973,                 1.3322,                 1.3667,                 2.2083,             0.00026842,             0.00026842,             0.00026842
                     42,                0.94327,                0.69748,                 1.4463,                0.64687,                      1,                0.82833,                0.62973,                 1.3322,                 1.3667,                 2.2083,             0.00027062,             0.00027062,             0.00027062
                     43,                0.77777,                0.67157,                 1.3445,                 0.6483,                      1,                0.82833,                0.62979,                 1.2309,                 1.2754,                 2.1626,              0.0002726,              0.0002726,              0.0002726
                     44,                0.80694,                0.62239,                 1.4424,                 0.6483,                      1,                0.82833,                0.62979,                 1.2309,                 1.2754,                 2.1626,             0.00027436,             0.00027436,             0.00027436
                     45,                0.95711,                0.77964,                 1.5136,                 0.6442,                      1,                0.82833,                0.67978,                 1.0766,                 1.1825,                 2.1242,              0.0002759,              0.0002759,              0.0002759
                     46,                 1.0095,                0.75215,                 1.4232,                 0.6442,                      1,                0.82833,                0.67978,                 1.0766,                 1.1825,                 2.1242,             0.00027722,             0.00027722,             0.00027722
                     47,                0.94589,                0.78721,                 1.6421,                0.63899,                      1,                0.82833,                 0.6799,                 1.0236,                 1.1159,                 2.1188,             0.00027832,             0.00027832,             0.00027832
                     48,                0.81364,                0.59506,                 1.5603,                0.63899,                      1,                0.82833,                 0.6799,                 1.0236,                 1.1159,                 2.1188,              0.0002792,              0.0002792,              0.0002792
                     49,                0.89115,                 0.6358,                 1.5234,                      1,                0.95034,                  0.995,                0.79674,                 1.0798,                 1.0606,                 2.0967,             0.00027987,             0.00027987,             0.00027987
                     50,                0.77687,                0.64821,                 1.4798,                      1,                0.95034,                  0.995,                0.79674,                 1.0798,                 1.0606,                 2.0967,             0.00028031,             0.00028031,             0.00028031
                     51,                 1.1211,                0.77087,                 1.5892,                      1,                0.97381,                  0.995,                0.74675,                 1.1865,                 1.0553,                 2.1261,             0.00028053,             0.00028053,             0.00028053
                     52,                0.77926,                 0.5795,                  1.336,                      1,                0.97381,                  0.995,                0.74675,                 1.1865,                 1.0553,                 2.1261,             0.00028053,             0.00028053,             0.00028053
                     53,                0.99182,                0.67116,                 1.7224,                      1,                0.97381,                  0.995,                0.74675,                 1.1865,                 1.0553,                 2.1261,             0.00028031,             0.00028031,             0.00028031
                     54,                0.78824,                0.58774,                 1.2381,                      1,                0.98356,                  0.995,                0.74682,                 1.2514,                 1.1541,                 2.1573,             0.00027987,             0.00027987,             0.00027987
                     55,                0.70524,                0.57033,                 1.2251,                      1,                0.98356,                  0.995,                0.74682,                 1.2514,                 1.1541,                 2.1573,             0.00027921,             0.00027921,             0.00027921
                     56,                 1.1922,                0.82498,                 1.9656,                      1,                0.98356,                  0.995,                0.74682,                 1.2514,                 1.1541,                 2.1573,             0.00027833,             0.00027833,             0.00027833
                     57,                0.81807,                0.58805,                 1.4625,                      1,                0.97694,                  0.995,                0.74698,                 1.2829,                 1.2678,                 2.1765,             0.00027723,             0.00027723,             0.00027723
                     58,                0.75402,                 0.5485,                 1.2596,                      1,                0.97694,                  0.995,                0.74698,                 1.2829,                 1.2678,                 2.1765,             0.00027592,             0.00027592,             0.00027592
                     59,                0.97408,                0.70258,                 1.7867,                      1,                0.97694,                  0.995,                0.74698,                 1.2829,                 1.2678,                 2.1765,             0.00027438,             0.00027438,             0.00027438
                     60,                0.71742,                0.58679,                 1.3534,                      1,                0.95708,                  0.995,                0.79772,                 1.2114,                 1.2546,                  2.129,             0.00027262,             0.00027262,             0.00027262
                     61,                0.89218,                0.62833,                  1.457,                      1,                0.95708,                  0.995,                0.79772,                 1.2114,                 1.2546,                  2.129,             0.00027064,             0.00027064,             0.00027064
                     62,                0.65447,                0.56784,                 1.4096,                      1,                0.95708,                  0.995,                0.79772,                 1.2114,                 1.2546,                  2.129,             0.00026844,             0.00026844,             0.00026844
                     63,                0.80635,                0.57466,                 1.3408,                      1,                 0.9699,                  0.995,                0.84656,                 1.0635,                 1.2035,                 2.0564,             0.00026602,             0.00026602,             0.00026602
                     64,                0.71553,                0.54941,                  1.204,                      1,                 0.9699,                  0.995,                0.84656,                 1.0635,                 1.2035,                 2.0564,             0.00026338,             0.00026338,             0.00026338
                     65,                0.77913,                0.53723,                 1.3266,                      1,                 0.9699,                  0.995,                0.84656,                 1.0635,                 1.2035,                 2.0564,             0.00026053,             0.00026053,             0.00026053
                     66,                 1.0698,                0.74909,                 1.6231,                      1,                0.97216,                  0.995,                0.79739,                 1.0015,                 1.1115,                 2.0119,             0.00025745,             0.00025745,             0.00025745
                     67,                 0.7899,                0.57094,                 1.4234,                      1,                0.97216,                  0.995,                0.79739,                 1.0015,                 1.1115,                 2.0119,             0.00025415,             0.00025415,             0.00025415
                     68,                0.80822,                0.57112,                 1.2661,                      1,                0.97216,                  0.995,                0.79739,                 1.0015,                 1.1115,                 2.0119,             0.00025063,             0.00025063,             0.00025063
                     69,                0.80272,                0.55647,                 1.2322,                      1,                0.94351,                  0.995,                0.84648,                0.94844,                  1.035,                 1.9518,             0.00024689,             0.00024689,             0.00024689
                     70,                0.91621,                0.58709,                 1.4892,                      1,                0.94351,                  0.995,                0.84648,                0.94844,                  1.035,                 1.9518,             0.00024293,             0.00024293,             0.00024293
                     71,                0.92531,                0.64149,                 1.6317,                      1,                0.94351,                  0.995,                0.84648,                0.94844,                  1.035,                 1.9518,             0.00023875,             0.00023875,             0.00023875
                     72,                0.74293,                0.64148,                 1.3548,                      1,                0.96997,                  0.995,                0.84648,                0.95089,                 1.0015,                 1.9064,             0.00023436,             0.00023436,             0.00023436
                     73,                0.89993,                0.64975,                 1.5414,                      1,                0.96997,                  0.995,                0.84648,                0.95089,                 1.0015,                 1.9064,             0.00022974,             0.00022974,             0.00022974
                     74,                0.90841,                0.58513,                 1.3182,                      1,                0.96997,                  0.995,                0.84648,                0.95089,                 1.0015,                 1.9064,              0.0002249,              0.0002249,              0.0002249
                     75,                0.86298,                0.57318,                 1.2408,                      1,                0.97491,                  0.995,                0.74702,                 1.0395,                0.98898,                 1.8908,             0.00021984,             0.00021984,             0.00021984
                     76,                 1.1648,                0.78944,                 2.1363,                      1,                0.97491,                  0.995,                0.74702,                 1.0395,                0.98898,                 1.8908,             0.00021456,             0.00021456,             0.00021456
                     77,                0.64343,                0.55244,                 1.1565,                      1,                0.97491,                  0.995,                0.74702,                 1.0395,                0.98898,                 1.8908,             0.00020906,             0.00020906,             0.00020906
                     78,                0.62182,                0.53445,                 1.1885,                0.99735,                      1,                  0.995,                0.74721,                 1.1523,                0.96398,                 1.9173,             0.00020335,             0.00020335,             0.00020335
                     79,                0.68006,                0.68952,                  1.344,                0.99735,                      1,                  0.995,                0.74721,                 1.1523,                0.96398,                 1.9173,             0.00019741,             0.00019741,             0.00019741
                     80,                0.86623,                0.61807,                 1.5216,                0.99735,                      1,                  0.995,                0.74721,                 1.1523,                0.96398,                 1.9173,             0.00019125,             0.00019125,             0.00019125
                     81,                0.89163,                0.63572,                   1.54,                0.99144,                      1,                  0.995,                 0.6965,                  1.241,                0.94529,                 1.9549,             0.00018487,             0.00018487,             0.00018487
                     82,                0.89998,                0.64566,                 1.4682,                0.99144,                      1,                  0.995,                 0.6965,                  1.241,                0.94529,                 1.9549,             0.00017827,             0.00017827,             0.00017827
                     83,                0.82315,                0.64185,                 1.5643,                0.99144,                      1,                  0.995,                 0.6965,                  1.241,                0.94529,                 1.9549,             0.00017145,             0.00017145,             0.00017145
                     84,                0.73721,                0.54507,                 1.2486,                0.99122,                      1,                  0.995,                0.65761,                 1.3066,                0.96313,                 1.9906,             0.00016442,             0.00016442,             0.00016442
                     85,                0.81483,                0.58427,                 1.3422,                0.99122,                      1,                  0.995,                0.65761,                 1.3066,                0.96313,                 1.9906,             0.00015716,             0.00015716,             0.00015716
                     86,                0.84472,                0.65053,                 1.5579,                0.99122,                      1,                  0.995,                0.65761,                 1.3066,                0.96313,                 1.9906,             0.00014968,             0.00014968,             0.00014968
                     87,                0.83913,                0.59116,                 1.2598,                0.99122,                      1,                  0.995,                0.65761,                 1.3066,                0.96313,                 1.9906,             0.00014198,             0.00014198,             0.00014198
                     88,                 0.6571,                0.47323,                 1.1272,                0.99543,                      1,                  0.995,                0.65761,                 1.2802,                 1.0001,                 1.9949,             0.00013406,             0.00013406,             0.00013406
                     89,                0.80538,                0.59814,                 1.1462,                0.99543,                      1,                  0.995,                0.65761,                 1.2802,                 1.0001,                 1.9949,             0.00012593,             0.00012593,             0.00012593
                     90,                0.80513,                0.53727,                 1.3786,                0.99543,                      1,                  0.995,                0.65761,                 1.2802,                 1.0001,                 1.9949,             0.00011757,             0.00011757,             0.00011757
                     91,                0.79141,                0.68257,                 1.4747,                0.99543,                      1,                  0.995,                0.65761,                 1.2802,                 1.0001,                 1.9949,             0.00010899,             0.00010899,             0.00010899
                     92,                 0.7954,                0.73725,                 1.7558,                      1,                0.99258,                  0.995,                0.71211,                  1.242,                 1.0494,                 1.9933,             0.00010019,             0.00010019,             0.00010019
                     93,                 0.6914,                0.61401,                 1.4166,                      1,                0.99258,                  0.995,                0.71211,                  1.242,                 1.0494,                 1.9933,             9.1173e-05,             9.1173e-05,             9.1173e-05
                     94,                0.73332,                0.62696,                 1.4896,                      1,                0.99258,                  0.995,                0.71211,                  1.242,                 1.0494,                 1.9933,             8.1935e-05,             8.1935e-05,             8.1935e-05
                     95,                0.64907,                0.62286,                 1.2884,                      1,                0.99258,                  0.995,                0.71211,                  1.242,                 1.0494,                 1.9933,             7.2477e-05,             7.2477e-05,             7.2477e-05
                     96,                0.83845,                0.69829,                 1.6907,                      1,                0.97152,                  0.995,                0.71188,                 1.1972,                 1.1107,                 2.0026,             6.2799e-05,             6.2799e-05,             6.2799e-05
                     97,                0.73534,                0.60945,                 1.3763,                      1,                0.97152,                  0.995,                0.71188,                 1.1972,                 1.1107,                 2.0026,             5.2901e-05,             5.2901e-05,             5.2901e-05
                     98,                0.92232,                 0.7685,                 1.8822,                      1,                0.97152,                  0.995,                0.71188,                 1.1972,                 1.1107,                 2.0026,             4.2783e-05,             4.2783e-05,             4.2783e-05
                     99,                 0.6231,                0.61401,                 1.3314,                      1,                0.97152,                  0.995,                0.71188,                 1.1972,                 1.1107,                 2.0026,             3.2446e-05,             3.2446e-05,             3.2446e-05
                    100,                 0.6612,                0.54961,                 1.2409,                      1,                 0.9533,                  0.995,                0.71009,                 1.1836,                  1.166,                 2.0337,             2.1888e-05,             2.1888e-05,             2.1888e-05
